#assembly_accession	genome_size	thermo_class	IR Counts	IR Density
GCA_000940995.1	5909413	Mesophiles	918	155.34537863574604
GCF_002891665.1	4398636	Mesophiles	317	72.06779556207879
GCF_000284115.1	3884382	Mesophiles	518	133.35454648899105
GCF_000154745.2	4160918	Mesophiles	295	70.89781629919167
GCF_001679705.1	3074042	Mesophiles	562	182.8211846162154
GCF_018309125.1	5231664	Mesophiles	1430	273.33559647561464
GCF_024734295.1	5539763	Mesophiles	670	120.94380210850176
GCF_025665415.1	2507467	Mesophiles	272	108.4760038716362
GCF_026210435.1	4452754	Mesophiles	733	164.61722340825474
GCF_002021775.1	1337486	Mesophiles	114	85.23453703440634
GCF_020525825.1	5818970	Mesophiles	705	121.15546222097726
GCF_030408915.1	2806781	Mesophiles	301	107.24028700493555
GCF_000227485.1	4011949	Mesophiles	726	180.95942894588143
GCF_003721155.3	3481073	Mesophiles	638	183.27682297958128
GCA_002813635.1	1930413	Mesophiles	70	36.26167043011004
GCF_008728215.1	4903410	Mesophiles	567	115.63381401922335
GCF_017161385.1	5990467	Mesophiles	723	120.69175908990067
GCA_028541305.1	3048725	Mesophiles	574	188.27542661276436
GCA_028472985.1	3320329	Mesophiles	773	232.80825484462534
GCF_022674245.1	4346939	Thermophiles	310	71.31455030769928
GCF_007954425.1	3118872	Mesophiles	158	50.65934094121208
GCF_030388325.1	5324536	Mesophiles	767	144.0501106575296
GCF_006546965.1	6547285	Mesophiles	374	57.12291430722811
GCF_013267775.1	5624453	Mesophiles	1490	264.914650366889
GCF_015992365.1	5442098	Mesophiles	667	122.56302624465785
GCF_015693885.1	5149464	Mesophiles	1430	277.69880515719694
GCA_037081955.1	5941921	Mesophiles	607	102.15551502620113
GCF_016026855.1	5701560	Mesophiles	1534	269.04917250717347
GCF_021249305.1	5176248	Mesophiles	1434	277.0346397622371
GCA_003952245.1	6282445	Mesophiles	581	92.47991824838897
GCF_000010285.1	2697540	Mesophiles	293	108.61748111242095
GCF_029201265.1	5745611	Mesophiles	1546	269.07495129760787
GCF_018741545.1	5977271	Mesophiles	1619	270.8593938605093
GCF_029691855.1	2592138	Mesophiles	279	107.63315841980635
GCF_033170135.1	4605026	Mesophiles	878	190.6612470809068
GCF_000012305.1	2650701	Mesophiles	295	111.29131501440563
GCF_029580795.1	3331782	Mesophiles	788	236.51007178740986
GCF_000017265.1	4379231	Mesophiles	327	74.67064422954624
GCF_002119625.1	3756491	Thermophiles	481	128.04502925735747
GCF_003612795.1	4029514	Mesophiles	359	89.0926300293286
GCF_020905955.1	4875418	Mesophiles	239	49.021437751593815
GCF_002276165.1	4694375	Mesophiles	502	106.9364931433897
GCF_009831395.1	5901796	Mesophiles	617	104.54444714795292
GCF_020985265.1	5426819	Mesophiles	664	122.35528769247694
GCF_021654935.1	5473578	Mesophiles	1536	280.62082973879245
GCF_000021785.1	5588834	Mesophiles	1511	270.3605081131413
GCF_012923785.1	5527237	Mesophiles	576	104.21119991778895
GCF_020510685.1	4619274	Mesophiles	361	78.15080897993927
GCF_000230655.2	1869644	Hyperthermophiles	113	60.4393135805533
GCA_028540865.1	2839791	Mesophiles	528	185.92917577385097
GCF_023547105.1	2654212	Mesophiles	294	110.76733885612754
GCF_020138555.1	2992549	Mesophiles	689	230.23850236036236
GCF_024072215.1	6004654	Mesophiles	496	82.60259458746499
GCF_000010985.1	2542933	Thermophiles	226	88.87375326050666
GCF_023700225.1	3711234	Mesophiles	367	98.88894098297224
GCF_030295935.1	3903981	Mesophiles	470	120.38993017640199
GCF_008041975.1	5864545	Mesophiles	1511	257.64999671756294
GCF_005280275.1	3443290	Mesophiles	366	106.29369004643814
GCF_019968605.1	4339639	Mesophiles	539	124.20387963146243
GCF_003860485.1	2626692	Mesophiles	161	61.293825084935726
GCF_025677705.1	3044818	Mesophiles	721	236.79576250534515
GCF_001442745.1	5916388	Mesophiles	1112	187.95251427053128
GCF_007833475.1	4340625	Mesophiles	975	224.622030237581
GCF_900289045.1	3844677	Mesophiles	272	70.7471654966074
GCF_028215975.1	2694052	Mesophiles	152	56.42058876369127
GCF_019330105.1	2744231	Mesophiles	279	101.66782606857805
GCF_000759555.1	2538314	Mesophiles	248	97.70264829331596
GCF_019803065.1	6128315	Mesophiles	601	98.06937143407282
GCF_001548055.1	2698323	Mesophiles	208	77.08491533445033
GCF_031326165.1	2778534	Mesophiles	295	106.17109598083017
GCA_037094775.1	3789245	Mesophiles	619	163.35708036825278
GCF_000972685.1	3745123	Mesophiles	642	171.4229412491926
GCF_000959165.1	5742341	Mesophiles	1181	205.66525046144073
GCF_022394535.1	5355565	Mesophiles	780	145.6428966878378
GCF_009662175.1	4263919	Mesophiles	743	174.25284110697226
GCF_001983995.1	4116357	Mesophiles	227	55.145848622944996
GCF_000987835.1	2217891	Mesophiles	136	61.31951480032156
GCF_900637015.1	4450344	Mesophiles	435	97.74525295123253
GCF_019670125.1	4687452	Mesophiles	661	141.01477732465312
GCF_014898175.1	2965103	Mesophiles	321	108.2593083612947
GCF_030406665.1	3563217	Mesophiles	591	165.8613550620128
GCF_023573145.1	7110107	Mesophiles	568	79.8862801924078
GCF_002393225.1	4535069	Mesophiles	706	155.67569093215562
GCF_030296915.1	2804089	Mesophiles	200	71.32441231358919
GCA_016855425.1	2565806	Mesophiles	257	100.1634574087051
GCF_013181415.1	2673932	Mesophiles	121	45.25171171144218
GCF_014844695.1	3261078	Mesophiles	464	142.28423852480682
GCF_900683775.1	4740532	Mesophiles	642	135.42783805699446
GCF_021391295.1	3832903	Mesophiles	440	114.79549573782587
GCF_031357045.1	5319187	Mesophiles	1470	276.3580223819918
GCF_029168515.1	3636774	Mesophiles	612	168.28100948807926
GCF_000600105.1	4662822	Mesophiles	643	137.89932362848077
GCF_029537075.1	4213436	Mesophiles	748	177.52731974568974
GCF_019048025.1	2568751	Mesophiles	260	101.21650560914624
GCF_025914075.1	4049856	Mesophiles	710	175.3148753931004
GCF_014621655.1	2839791	Mesophiles	612	215.50881737423634
GCF_004119595.1	4035212	Mesophiles	745	184.62474834035982
GCF_012931705.2	4227167	Mesophiles	753	178.13348751066613
GCF_026001925.1	3667293	Mesophiles	397	108.25423548104828
GCF_001547795.1	1451056	Mesophiles	130	89.58992623303304
GCF_003665235.1	4209346	Mesophiles	761	180.78817944640332
GCA_029168495.1	3902617	Mesophiles	626	160.40518452105343
GCF_029537015.1	5102745	Mesophiles	1305	255.74470211621392
GCF_001953175.1	2092789	Mesophiles	213	101.77805789307952
GCF_030316255.1	5736360	Mesophiles	791	137.89232196026748
GCF_003351685.1	2534634	Mesophiles	505	199.23981134948872
GCF_025732135.1	5353076	Mesophiles	756	141.22721216735948
GCF_002355795.1	3135010	Mesophiles	746	237.95777365941416
GCF_013343175.2	2860423	Psychrophiles	400	139.83945731103407
GCF_030291655.1	2497763	Mesophiles	248	99.28884365730455
GCF_900231165.1	5449775	Mesophiles	379	69.54415549265795
GCF_003815855.1	5458793	Mesophiles	595	108.99845442023539
GCF_028748065.1	3472649	Mesophiles	208	59.896637984432054
GCF_003148355.1	4120380	Mesophiles	743	180.32317407617745
GCF_036321485.1	3536594	Mesophiles	873	246.84767321326677
GCF_001687545.1	2591679	Mesophiles	75	28.938769037369212
GCF_002075795.1	4975677	Mesophiles	818	164.39973897019442
GCF_014076495.1	5217190	Mesophiles	469	89.89513512063007
GCF_032680865.1	4202507	Mesophiles	721	171.5642591434113
GCF_000317835.1	4513714	Mesophiles	794	175.9083539630557
GCF_033870395.1	5822796	Mesophiles	1194	205.05612767474594
GCA_018966485.1	3077319	Thermophiles	452	146.88110007444791
GCF_033955345.1	5561552	Mesophiles	532	95.65675192823873
GCF_014681765.1	4253095	Mesophiles	274	64.42367264309873
GCA_030166555.1	1460073	Mesophiles	230	157.52637025682964
GCF_013317125.1	2518181	Mesophiles	255	101.26357080765838
GCF_025960245.1	6031034	Mesophiles	601	99.65123725052786
GCF_030292035.1	3677506	Mesophiles	604	164.241744269078
GCF_030995105.1	5575333	Mesophiles	556	99.7249850367682
GCF_004000565.1	3824290	Mesophiles	430	112.43917171553413
GCA_003019985.1	3860623	Mesophiles	405	104.90534817826035
GCF_001029265.1	1365714	Mesophiles	371	271.65277649639677
GCF_963669255.1	4502157	Mesophiles	231	51.30873934427431
GCF_024172545.1	2648483	Mesophiles	265	100.0572780720133
GCF_023212895.1	3386151	Thermophiles	319	94.20725773894902
GCF_019670705.1	4454556	Mesophiles	595	133.5711123622646
GCF_019670025.1	5232264	Mesophiles	774	147.9283155437111
GCF_024072135.1	5980820	Mesophiles	498	83.2661742035373
GCF_001507645.1	4868852	Mesophiles	542	111.31987581466842
GCF_000807675.2	4422837	Mesophiles	590	133.39854034864953
GCF_030295915.1	3896845	Mesophiles	487	124.97289473920569
GCF_025908215.1	3664251	Mesophiles	585	159.65063528672027
GCF_013307105.1	3755707	Mesophiles	625	166.41340764867974
GCA_029762255.1	3974614	Mesophiles	695	174.85974738679027
GCF_003628755.1	2969292	Mesophiles	393	132.3547835645669
GCF_001281045.1	1179577	Mesophiles	458	388.2747798575252
GCF_006401635.1	8952969	Mesophiles	436	48.698928813447246
GCF_025142775.1	4314012	Mesophiles	309	71.62706084266803
GCF_001971745.1	3192399	Mesophiles	504	157.8750024667969
GCF_013112415.1	4630815	Mesophiles	929	200.61263514089853
GCF_021733145.1	3819771	Mesophiles	488	127.75634979164981
GCF_024758345.1	6481087	Mesophiles	361	55.70053295072262
GCF_002355735.1	2864672	Mesophiles	355	123.92343695892583
GCA_009649975.1	5104939	Mesophiles	553	108.32646580106051
GCF_027920485.1	5282712	Mesophiles	1432	271.0728883194844
GCA_015767675.1	5109806	Mesophiles	691	135.23018290713972
GCF_018986855.1	4111102	Mesophiles	722	175.62201083796995
GCF_029916865.1	7012066	Mesophiles	545	77.72317031813448
GCF_011399095.1	4120823	Mesophiles	368	89.30254951498766
GCF_020736005.1	5645778	Mesophiles	346	61.28473347694507
GCF_002549795.1	4053030	Mesophiles	583	143.84300140882254
GCF_030506285.1	7134482	Mesophiles	384	53.823108671379366
GCF_030123085.1	4085814	Mesophiles	726	177.687971111754
GCF_001702115.1	1389742	Mesophiles	260	187.08508485747714
GCF_029910275.1	3877096	Mesophiles	492	126.89910180196725
GCF_020138515.1	3288802	Mesophiles	779	236.8643658085832
GCF_905315025.2	4257224	Mesophiles	733	172.17792627308313
GCF_000816085.1	2472129	Mesophiles	195	78.87937886736493
GCF_009497015.2	6347382	Mesophiles	1708	269.0873182045763
GCF_015135515.1	5610760	Mesophiles	657	117.09643613342934
GCF_020861345.1	5594640	Mesophiles	1428	255.24430526360945
GCF_023650855.1	5428633	Mesophiles	659	121.39335998583806
GCF_020181395.1	2520735	Mesophiles	284	112.66555191243823
GCF_015160895.1	3763717	Mesophiles	617	163.9336857686165
GCF_018139125.1	3520755	Mesophiles	577	163.88530301029184
GCF_000499365.1	1407418	Mesophiles	126	89.52564199122081
GCF_000236605.1	3596620	Thermophiles	366	101.76221007501488
GCF_029536895.1	4140503	Mesophiles	736	177.75618083116956
GCF_034259045.1	5488179	Mesophiles	591	107.685992020304
GCF_002208135.1	5317048	Mesophiles	576	108.33078806134532
GCF_028728065.1	5457903	Psychrophiles	407	74.57076463249713
GCF_009296025.1	8633980	Mesophiles	987	114.31576167653851
GCF_022023795.1	5346043	Mesophiles	647	121.02409202469939
GCA_001708385.1	4142802	Psychrophiles	559	134.93283048526095
GCF_010731535.1	5092988	Mesophiles	329	64.59862069182178
GCF_002355375.1	4116770	Mesophiles	399	96.9206440971927
GCF_025244905.1	4786692	Mesophiles	605	126.39208873267802
GCF_034479695.1	5703136	Mesophiles	1494	261.9611385735848
GCF_905310995.2	4264553	Mesophiles	744	174.46142655513955
GCF_000767745.1	5999050	Mesophiles	923	153.8576941349047
GCF_002407065.1	3953253	Mesophiles	419	105.98866300740175
GCF_001870205.1	2184285	Mesophiles	271	124.06805888425733
GCF_006711645.1	5785203	Mesophiles	601	103.8857236297499
GCF_000018605.1	2169548	Thermophiles	177	81.58381377134776
GCF_025149915.1	3112919	Mesophiles	195	62.64216961636329
GCF_002892005.1	4021447	Mesophiles	289	71.8646795543992
GCA_018831525.1	5329115	Mesophiles	306	57.42041596024856
GCF_001687565.2	3804624	Mesophiles	654	171.89609275450084
GCF_009856625.1	4502301	Mesophiles	545	121.04921461270581
GCF_000959405.1	5913134	Mesophiles	1207	204.12187513423507
GCF_003368325.1	8324638	Mesophiles	778	93.4575173118639
GCF_024347035.1	4509247	Mesophiles	711	157.67599335321395
GCA_028540445.1	2803721	Mesophiles	518	184.7544745001375
GCF_000021305.1	5736823	Mesophiles	1542	268.7898859699872
GCF_000973605.1	4012933	Mesophiles	733	182.65941644178957
GCF_019797805.1	2610628	Mesophiles	174	66.65062965692546
GCF_021484865.1	2431849	Mesophiles	251	103.21364525511247
GCF_000166775.1	2843785	Thermophiles	196	68.92222864949355
GCF_023100785.1	5488077	Mesophiles	560	102.03938465149086
GCF_022965715.1	3726670	Mesophiles	467	125.31294694727464
GCF_036419515.1	3125496	Mesophiles	246	78.70750754440255
GCF_005886805.2	5943352	Mesophiles	522	87.82922498953452
GCF_025263805.1	6917102	Mesophiles	699	101.0538806569572
GCF_002763925.1	2291059	Mesophiles	264	115.23055495297153
GCF_011047135.1	2916114	Mesophiles	232	79.55793223447368
GCF_000015025.1	2443540	Thermophiles	147	60.15862232662449
GCF_020138595.1	3349893	Mesophiles	815	243.29135288798776
GCF_018771565.1	3316678	Thermophiles	356	107.33631663972203
GCF_030931735.1	5412722	Mesophiles	644	118.97895365769755
GCF_029590335.1	8789975	Mesophiles	1020	116.04128566918564
GCF_030060515.1	4009892	Mesophiles	521	129.9286863586351
GCF_031298055.1	2143732	Thermophiles	257	119.88438853364133
GCF_014779555.2	6239188	Mesophiles	1198	192.01216568566295
GCA_016859415.1	2558126	Mesophiles	252	98.5096121144932
GCF_009685135.1	2751032	Mesophiles	286	103.96098627714981
GCF_000013905.1	3101097	Mesophiles	360	116.08795210211096
GCF_000196455.1	2715461	Mesophiles	294	108.26890903607159
GCA_028541265.1	2874557	Mesophiles	538	187.1592735854603
GCF_028751525.1	3617228	Thermophiles	186	51.42059057377638
GCF_018326425.1	3197230	Thermophiles	289	90.3907444881976
GCF_020735725.1	4023294	Mesophiles	373	92.71010271682854
GCF_002157185.1	4565632	Mesophiles	358	78.41192632257703
GCF_002005245.1	2808265	Mesophiles	167	59.467322350276774
GCF_001509405.1	3629239	Mesophiles	608	167.5282338804361
GCF_004851605.1	4258501	Mesophiles	233	54.71408836113928
GCA_013426055.1	2795347	Psychrophiles	398	142.37946129764927
GCA_016026755.1	4862621	Mesophiles	482	99.12349738957653
GCF_000214095.2	3207552	Mesophiles	150	46.76463546031366
GCF_003815695.1	5459074	Mesophiles	594	108.80966259112809
GCF_025142815.1	4402211	Mesophiles	308	69.96484266656006
GCF_034259125.1	4062896	Mesophiles	457	112.48134335705369
GCF_001610775.1	1467912	Mesophiles	131	89.24240690177612
GCF_001305595.1	7609458	Mesophiles	750	98.5615532670001
GCF_002097535.1	4142697	Mesophiles	717	173.07565578655644
GCF_009936255.1	3440105	Thermophiles	204	59.30051553658973
GCF_001562235.1	4575623	Mesophiles	491	107.30779174770299
GCF_002849755.2	4266350	Mesophiles	237	55.55099792562729
GCF_002953335.1	5173621	Mesophiles	914	176.6654341321098
GCF_020905775.1	4910639	Mesophiles	242	49.28075551878279
GCF_014395225.1	6329746	Mesophiles	572	90.36697523091763
GCF_013347205.1	5695972	Mesophiles	460	80.75882395489303
GCF_016812015.1	5302819	Mesophiles	971	183.11015329770825
GCF_013358365.1	2744227	Mesophiles	356	129.72687755058163
GCF_020510645.1	4580459	Mesophiles	368	80.34129330706813
GCF_022170805.1	5872224	Mesophiles	1606	273.49092950132695
GCF_024204725.1	2558914	Mesophiles	312	121.92672360227816
GCF_000016545.1	2970275	Thermophiles	214	72.04720101674087
GCF_002843565.1	908214	Mesophiles	178	195.98905103863186
GCF_000510325.1	5945120	Mesophiles	432	72.66463923352262
GCF_002250885.2	4352623	Mesophiles	980	225.15159249951122
GCF_003945325.1	2965302	Mesophiles	187	63.06271671485737
GCA_003265285.1	4326173	Mesophiles	738	170.5895718918314
GCF_009913255.1	4025706	Mesophiles	726	180.34103831725417
GCF_030323865.1	4513380	Mesophiles	468	103.69169004160962
GCF_030435935.1	2610080	Mesophiles	300	114.93900570097469
GCF_002871345.2	1690639	Mesophiles	368	217.66917715727604
GCF_026072755.1	3537258	Mesophiles	846	239.16830494128502
GCF_018304665.1	3756354	Thermophiles	194	51.645824648049675
GCF_009662155.1	4105407	Mesophiles	742	180.7372569881622
GCF_001565875.1	4193748	Mesophiles	739	176.21468910387557
GCA_028541285.1	2907045	Mesophiles	545	187.47559807295724
GCF_020138775.1	3275424	Mesophiles	770	235.08406850532938
GCF_025562755.1	6517136	Mesophiles	364	55.852754952482194
GCF_014489555.1	5026296	Mesophiles	559	111.21509755891813
GCF_018398935.1	6592641	Mesophiles	353	53.54455065883308
GCF_000235405.2	2166381	Hyperthermophiles	204	94.16626161326194
GCF_001267175.1	2494031	Mesophiles	292	117.07953910757324
GCF_019469345.1	2296192	Mesophiles	251	109.31141646691566
GCF_002906615.1	2612666	Mesophiles	276	105.63922062751229
GCF_003795125.1	2384293	Mesophiles	300	125.82346213321937
GCF_013394225.1	5737770	Mesophiles	296	51.58798627341284
GCF_018326105.1	2298556	Mesophiles	97	42.20040756022477
GCF_018394175.1	4030791	Mesophiles	737	182.84252396117785
GCF_023277485.1	2571334	Mesophiles	243	94.50347562782586
GCF_006716625.1	825366	Mesophiles	143	173.25647046280073
GCF_002234495.1	5857781	Mesophiles	386	65.8952596554907
GCF_005707595.1	5340498	Mesophiles	1461	273.56999291077346
GCF_013466985.1	4624782	Mesophiles	449	97.08565722665415
GCF_029027845.1	4295123	Mesophiles	751	174.8494746250573
GCF_024396595.1	5942783	Mesophiles	589	99.11181343824938
GCF_902459475.1	2624892	Mesophiles	198	75.43167490319601
GCF_900683625.1	3685675	Mesophiles	411	111.5128165125791
GCF_901457835.2	4736936	Mesophiles	493	104.07571476583175
GCF_009930855.1	6152545	Mesophiles	638	103.69692541866822
GCF_900476025.1	1497557	Mesophiles	251	167.60630814052487
GCF_003113095.2	3887760	Mesophiles	500	128.60876185772784
GCF_000260985.4	3137100	Mesophiles	204	65.02821076790667
GCF_024204705.1	2472870	Mesophiles	258	104.33221317740116
GCF_030295955.1	3348343	Mesophiles	532	158.88455872053729
GCF_001037985.1	4090708	Mesophiles	730	178.45321641143784
GCA_001046955.1	5252390	Mesophiles	412	78.4404813808571
GCF_000165505.1	3132314	Mesophiles	602	192.19018272114482
GCF_011064825.1	3383373	Mesophiles	313	92.51123065650758
GCF_026153315.1	2531086	Mesophiles	257	101.53744282098673
GCF_016598695.1	5078695	Mesophiles	512	100.81329947949227
GCF_031216075.1	5765658	Mesophiles	1547	268.3128274344403
GCF_000317975.2	3650416	Mesophiles	453	124.09544556017725
GCF_025558185.1	2818719	Mesophiles	201	71.30898823188832
GCF_027286385.1	3309815	Mesophiles	367	110.88233028129972
GCF_019329785.1	2739303	Mesophiles	279	101.85072626138839
GCF_008119665.1	6165255	Mesophiles	481	78.01785976411357
GCF_000221005.1	3399268	Mesophiles	385	113.25967826014306
GCF_028471965.1	4263386	Mesophiles	1078	252.85066845929504
GCF_900636385.1	2427576	Mesophiles	275	113.28172629816738
GCF_035907395.1	2440598	Mesophiles	345	141.3587981306221
GCF_010729485.1	4396654	Mesophiles	296	67.3239240567941
GCF_000020945.1	1424912	Thermophiles	77	54.03842482904207
GCF_016027575.1	5716977	Mesophiles	1569	274.44574291623
GCF_020423125.1	4531033	Mesophiles	866	191.1263943564304
GCF_002763695.1	2651118	Mesophiles	310	116.93180009339456
GCF_019704455.1	4194343	Mesophiles	739	176.18969168711286
GCF_024498915.1	5469923	Mesophiles	1483	271.1189901576311
GCF_000297155.3	8005998	Mesophiles	1247	155.7582202743493
GCF_000576555.1	5252070	Mesophiles	589	112.14625852283005
GCF_004101465.1	4111350	Mesophiles	732	178.04370827100587
GCF_000831185.1	2684585	Psychrophiles	375	139.6863947314017
GCF_021497525.1	4190773	Mesophiles	736	175.6239242736364
GCF_000953615.1	4251652	Mesophiles	748	175.9316143466116
GCF_013283915.1	3879167	Mesophiles	616	158.79697883592019
GCF_021733105.1	3763397	Mesophiles	484	128.6072131109208
GCF_022533485.1	8617690	Mesophiles	1000	116.04037740972349
GCF_900475945.1	5853060	Mesophiles	448	76.54115966690928
GCF_002224365.1	4337422	Mesophiles	459	105.82322863673399
GCF_016026995.1	3347523	Mesophiles	808	241.37250139879546
GCA_000632805.1	5396991	Mesophiles	673	124.69911474745835
GCF_001189295.1	11388132	Mesophiles	381	33.45588196554097
GCF_009363895.1	3037290	Mesophiles	149	49.056889529811116
GCF_020525725.1	6009817	Mesophiles	700	116.47609236687241
GCF_030518615.1	5983975	Mesophiles	1565	261.53184129278617
GCF_016618215.1	6865058	Mesophiles	654	95.26503636240218
GCF_001411805.1	8081051	Mesophiles	1116	138.10084851586754
GCF_002250945.2	4162397	Mesophiles	935	224.63018304116594
GCF_002201795.1	4775573	Mesophiles	1426	298.60291110616464
GCF_022811865.1	5428213	Mesophiles	1373	252.93775317954547
GCF_014050515.2	6406207	Mesophiles	681	106.30315255189225
GCF_001831475.1	3027315	Mesophiles	394	130.14833276352147
GCF_003074755.2	3783833	Mesophiles	495	130.8197269805512
GCF_030296995.1	6030782	Mesophiles	619	102.64008879777117
GCF_003072605.2	5432127	Mesophiles	1371	252.3873245231564
GCF_008329945.1	3700583	Mesophiles	264	71.34011046367559
GCF_018309165.1	5457358	Mesophiles	1466	268.6281530366892
GCF_001703575.1	3695838	Mesophiles	496	134.20501656187312
GCA_902509525.1	2646468	Mesophiles	252	95.22125338375525
GCF_019973715.1	2116070	Thermophiles	280	132.32076443595912
GCF_002251025.2	4303547	Mesophiles	969	225.1631038303985
GCF_017976505.1	3698404	Mesophiles	609	164.6656233337407
GCA_003866015.1	6873481	Mesophiles	1783	259.4027684080308
GCF_015291925.1	5494304	Mesophiles	657	119.57838517854127
GCA_029762235.1	3967059	Mesophiles	700	176.4531356856553
GCF_002954055.1	2515734	Mesophiles	267	106.13204734681807
GCF_004322855.1	4637169	Mesophiles	487	105.02097292550692
GCF_000953715.1	2053097	Thermophiles	264	128.58622851234014
GCF_907163105.1	2718917	Mesophiles	458	168.44942306072602
GCF_003991135.1	3557532	Thermophiles	387	108.78328009417766
GCF_020139295.1	3076656	Mesophiles	723	234.99539760051172
GCF_000153485.2	4321832	Psychrophiles	501	115.92306225693179
GCF_000974425.1	7029352	Mesophiles	693	98.58661225102968
GCF_019329365.1	2733536	Mesophiles	279	102.06560294066001
GCF_023238485.1	5237497	Mesophiles	542	103.48454614866606
GCF_019704335.1	4194929	Mesophiles	744	177.3569945999086
GCF_023612075.1	5070734	Mesophiles	704	138.83591606264497
GCF_025139345.1	4443538	Mesophiles	557	125.35056524778228
GCF_000230695.2	4225490	Mesophiles	638	150.9884060783483
GCF_000963495.1	6136735	Mesophiles	462	75.28433279260062
GCF_023823835.1	5888151	Mesophiles	782	132.80909406025762
GCF_009763905.1	4102907	Mesophiles	707	172.31684754248633
GCF_030866825.1	4740677	Mesophiles	269	56.74295042670066
GCF_002946455.1	3602752	Thermophiles	500	138.78279715062263
GCF_015139575.1	6041841	Mesophiles	613	101.4591413445008
GCF_002891905.1	4075118	Mesophiles	255	62.57487513245015
GCF_021391515.1	6548342	Mesophiles	1905	290.91333348197145
GCF_029633825.1	9436857	Mesophiles	1078	114.23294853360605
GCA_028540325.1	2938214	Mesophiles	552	187.8692294026235
GCF_002381325.1	4541872	Mesophiles	268	59.00650656821681
GCF_000240075.2	3162432	Mesophiles	422	133.4416044360796
GCF_030503795.1	2558019	Mesophiles	264	103.20486282549113
GCF_022682355.1	6056609	Mesophiles	1046	172.70390081314477
GCF_003015185.1	6120935	Mesophiles	850	138.86767299440362
GCF_034263275.1	7111297	Mesophiles	568	79.87291207215786
GCF_020138755.1	2939666	Mesophiles	700	238.12229008329518
GCF_002442895.1	2990589	Mesophiles	377	126.0621235482375
GCF_000186265.1	4888353	Mesophiles	593	121.30875163884441
GCF_005160425.1	4076736	Mesophiles	737	180.7818804062858
GCA_037081905.1	5636496	Mesophiles	655	116.20694843037235
GCF_905315395.2	4250240	Mesophiles	743	174.8136575816895
GCF_023347705.1	1609887	Mesophiles	160	99.38585751670769
GCF_002072815.1	4733951	Mesophiles	334	70.55417345891414
GCF_029580775.1	3027822	Mesophiles	709	234.16171756463888
GCF_030060555.1	4339881	Mesophiles	527	121.43190101295404
GCF_024638015.1	5228717	Mesophiles	638	122.01846074285527
GCF_009873455.1	2526403	Mesophiles	270	106.87131071329475
GCA_037055295.1	3732752	Mesophiles	614	164.48989914143775
GCF_029168435.1	3806047	Mesophiles	616	161.84771233776146
GCF_000220705.2	7137891	Mesophiles	1163	162.93328099294317
GCF_024346605.1	7327117	Mesophiles	603	82.29703442704682
GCF_030123185.1	5391143	Mesophiles	1475	273.5968977265118
GCF_002096095.1	4142593	Mesophiles	721	174.04557966471725
GCF_024507835.1	4090549	Mesophiles	726	177.48228905215413
GCF_023920145.1	1989703	Mesophiles	211	106.04597771627223
GCF_000018105.1	8361599	Mesophiles	392	46.88098532350092
GCF_026651875.1	6035649	Mesophiles	415	68.75814017680618
GCF_022700895.1	4215549	Mesophiles	746	176.96390197338474
GCA_016855465.1	2723600	Mesophiles	281	103.17227199295051
GCF_001932535.1	3909699	Mesophiles	381	97.44995714503852
GCF_000018685.1	4847594	Mesophiles	469	96.74902642424263
GCF_000242915.1	2952682	Psychrophiles	217	73.49250613510023
GCF_002208905.1	2635780	Mesophiles	331	125.579524846535
GCF_003122365.1	7180417	Mesophiles	1201	167.26048083279844
GCF_005144405.2	5326745	Mesophiles	443	83.16523505442818
GCF_013423785.1	3634977	Mesophiles	517	142.22923556325117
GCF_035750805.1	2324674	Mesophiles	213	91.62575053534388
GCF_036287195.1	2415506	Mesophiles	378	156.4889509692793
GCA_016856185.1	2571291	Mesophiles	265	103.06106932276433
GCF_020905975.1	4684992	Mesophiles	224	47.81224813190716
GCF_019329585.1	2733502	Mesophiles	279	102.06687245884584
GCF_024347135.1	5192394	Mesophiles	671	129.22748158171356
GCF_019645855.1	5319859	Mesophiles	395	74.25008820722505
GCF_025809335.1	2553156	Mesophiles	251	98.30969983816108
GCF_014466955.1	7892862	Mesophiles	600	76.01805276717114
GCF_036419895.1	2256577	Mesophiles	334	148.01178953787087
GCF_900119795.1	3435971	Mesophiles	502	146.10134951662863
GCF_000830985.1	3975896	Mesophiles	287	72.18498673003519
GCF_016755995.1	5476270	Mesophiles	334	60.990418660876834
GCF_021044685.1	7998085	Mesophiles	620	77.51855600434354
GCF_000215975.1	1634377	Hyperthermophiles	136	83.21213526622071
GCF_009913515.1	4210797	Mesophiles	743	176.45115639628318
GCA_030292095.1	5843396	Mesophiles	1419	242.83823995498508
GCA_029906545.1	4244232	Mesophiles	445	104.84817983559806
GCA_000026125.1	3424307	Mesophiles	440	128.49315204507073
GCF_024347755.1	6044259	Mesophiles	673	111.34532785573882
GCF_025558245.1	2630177	Mesophiles	191	72.61868687924805
GCF_002374815.1	3669595	Mesophiles	567	154.5129639646882
GCF_030296615.1	4680421	Mesophiles	341	72.8566938743331
GCF_020887015.1	3249854	Mesophiles	147	45.23280122737822
GCF_025946785.1	3541070	Mesophiles	891	251.6188609657533
GCF_006165085.1	4121982	Mesophiles	758	183.8921179180307
GCF_022410435.1	4603694	Mesophiles	397	86.23509729360813
GCA_018140945.1	6494581	Mesophiles	655	100.85331139914953
